00:00에 **US Army M4(FR-INF-001, 방어 보병 1)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-001)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-013, 방어 보병 13)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-013)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-014, 방어 보병 14)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-014)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-001, 대전차팀 1)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-001)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-002, 대전차팀 2)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-002)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-003, 대전차팀 3)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-003)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-004, 대전차팀 4)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-004)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-001, 근접화력팀 1)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-001)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-002, 근접화력팀 2)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-002)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-003, 근접화력팀 3)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-003)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-001, 감시·저격조 1)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-001)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-002, 감시·저격조 2)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-002)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-003, 감시·저격조 3)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-003)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-001, 서측 전차 1)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-001)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-002, 서측 전차 2)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-002)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-003, 서측 전차 3)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-003)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-001, 동측 전차 1)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-001)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-002, 동측 전차 2)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-002)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-003, 동측 전차 3)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-003)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-001, 장갑 수송차 1)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-001)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-002, 장갑 수송차 2)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-002)**의 초기 상태는 대기 상태이다.
00:03에 **M113 APC(FR-M113-001, 궤도 수송차 1)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-001)**의 초기 상태는 대기 상태이다.
00:03에 **M113 APC(FR-M113-002, 궤도 수송차 2)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-002)**의 초기 상태는 대기 상태이다.
00:04에 **M1028 FMTV Canvas Cargo Truck(FR-TRK1-001, 탄약 보급차 1)**은/는 아군 후방 보급 집결지에 위치한다. **M1028 FMTV Canvas Cargo Truck(FR-TRK1-001)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1083A1 FMTV Flatbed Truck(FR-TRK2-001, 포탄 보급차 1)**은/는 아군 후방 보급 집결지에 위치한다. **M1083A1 FMTV Flatbed Truck(FR-TRK2-001)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **ZPU-4 AA Gun(FR-ZPU-001, 대공화기 1)**은/는 남측 제1방어선에 위치한다. **ZPU-4 AA Gun(FR-ZPU-001)**의 초기 상태는 대기 상태이다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-001, 박격포 1)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-002, 박격포 2)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-003, 박격포 3)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-003)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-001, 곡사포 1)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-002, 곡사포 2)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-003, 곡사포 3)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-003)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **AHS Krab Howitzer(FR-AHS-001, 장거리 자주포 1)**은/는 아군 포병진지에 위치한다. **AHS Krab Howitzer(FR-AHS-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **AHS Krab Howitzer(FR-AHS-002, 장거리 자주포 2)**은/는 아군 포병진지에 위치한다. **AHS Krab Howitzer(FR-AHS-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M901 Patriot Launcher(FR-M901-001, 로켓화력 대체 객체 1)**은/는 아군 포병진지에 위치한다. **M901 Patriot Launcher(FR-M901-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **Russian Soldier AK47(EN-INF-001, 제1제대 보병 1)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-001)**의 초기 상태는 대기 상태이다.
00:04에 **Russian Soldier AK47(EN-INF-002, 제1제대 보병 2)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-002)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-003, 제1제대 보병 3)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-003)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-004, 제1제대 보병 4)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-004)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-005, 제1제대 보병 5)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-005)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-006, 제1제대 보병 6)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-006)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-007, 제1제대 보병 7)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-007)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-008, 제1제대 보병 8)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-008)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-009, 제1제대 보병 9)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-009)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-010, 제1제대 보병 10)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-010)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-011, 제1제대 보병 11)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-011)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-012, 제1제대 보병 12)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-012)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-013, 제1제대 보병 13)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-013)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-014, 제1제대 보병 14)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-014)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-015, 제1제대 보병 15)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-015)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-016, 제1제대 보병 16)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-016)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-017, 제1제대 보병 17)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-017)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-018, 제1제대 보병 18)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-018)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-019, 제1제대 보병 19)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-019)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-020, 제1제대 보병 20)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-020)**의 초기 상태는 대기 상태이다.
00:08에 **Russian Soldier SA7(EN-SA7-001, 휴대 대공화기조 1)**은/는 적 북측 집결지에 위치한다. **Russian Soldier SA7(EN-SA7-001)**의 초기 상태는 대기 상태이다.
00:08에 **Russian Soldier SA7(EN-SA7-002, 휴대 대공화기조 2)**은/는 적 북측 집결지에 위치한다. **Russian Soldier SA7(EN-SA7-002)**의 초기 상태는 대기 상태이다.
00:08에 **Russian Soldier SA7(EN-SA7-003, 휴대 대공화기조 3)**은/는 적 북측 집결지에 위치한다. **Russian Soldier SA7(EN-SA7-003)**의 초기 상태는 대기 상태이다.
00:08에 **Russian Soldier Sniper-127(EN-SNP-001, 정찰·저격조 1)**은/는 북측 관측소에 위치한다. **Russian Soldier Sniper-127(EN-SNP-001)**의 초기 상태는 대기 상태이다.
00:08에 **Russian Soldier Sniper-127(EN-SNP-002, 정찰·저격조 2)**은/는 북측 관측소에 위치한다. **Russian Soldier Sniper-127(EN-SNP-002)**의 초기 상태는 대기 상태이다.
00:08에 **Russian Soldier Sniper-127(EN-SNP-003, 정찰·저격조 3)**은/는 북측 관측소에 위치한다. **Russian Soldier Sniper-127(EN-SNP-003)**의 초기 상태는 대기 상태이다.
00:09에 **T-72 MBT(EN-T72-001, 전방 전차 1)**은/는 적 북측 접근로에 위치한다. **T-72 MBT(EN-T72-001)**의 초기 상태는 대기 상태이다.
00:09에 **T-72 MBT(EN-T72-002, 전방 전차 2)**은/는 적 북측 접근로에 위치한다. **T-72 MBT(EN-T72-002)**의 초기 상태는 대기 상태이다.
00:09에 **T-72 MBT(EN-T72-003, 전방 전차 3)**은/는 적 북측 접근로에 위치한다. **T-72 MBT(EN-T72-003)**의 초기 상태는 대기 상태이다.
00:09에 **T-72 MBT(EN-T72-004, 전방 전차 4)**은/는 적 북측 접근로에 위치한다. **T-72 MBT(EN-T72-004)**의 초기 상태는 대기 상태이다.
00:09에 **M1A2 Abrams MBT(EN-M1A2-001, 예비 전차 1)**은/는 북측 예비 방어선에 위치한다. **M1A2 Abrams MBT(EN-M1A2-001)**의 초기 상태는 대기 상태이다.
00:09에 **M1A2 Abrams MBT(EN-M1A2-002, 예비 전차 2)**은/는 북측 예비 방어선에 위치한다. **M1A2 Abrams MBT(EN-M1A2-002)**의 초기 상태는 대기 상태이다.
00:09에 **BTR-60 APC(EN-BTR60-001, 병력수송 장갑차 1)**은/는 적 북측 집결지에 위치한다. **BTR-60 APC(EN-BTR60-001)**의 초기 상태는 대기 상태이다.
00:09에 **BTR-60 APC(EN-BTR60-002, 병력수송 장갑차 2)**은/는 적 북측 집결지에 위치한다. **BTR-60 APC(EN-BTR60-002)**의 초기 상태는 대기 상태이다.
00:09에 **BTR-60 APC(EN-BTR60-003, 병력수송 장갑차 3)**은/는 적 북측 집결지에 위치한다. **BTR-60 APC(EN-BTR60-003)**의 초기 상태는 대기 상태이다.
00:09에 **BTR-80 APC(EN-BTR80-001, 화력지원 장갑차 1)**은/는 적 북측 집결지에 위치한다. **BTR-80 APC(EN-BTR80-001)**의 초기 상태는 대기 상태이다.
00:09에 **BTR-80 APC(EN-BTR80-002, 화력지원 장갑차 2)**은/는 적 북측 집결지에 위치한다. **BTR-80 APC(EN-BTR80-002)**의 초기 상태는 대기 상태이다.
00:10에 **GAZ-66 Truck(EN-GAZ-001, 탄약 보급차 1)**은/는 적 후방 보급 집결지에 위치한다. **GAZ-66 Truck(EN-GAZ-001)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:10에 **M35 Truck(EN-M35-001, 병력 수송 트럭 1)**은/는 적 후방 보급 집결지에 위치한다. **M35 Truck(EN-M35-001)**의 초기 상태는 대기 상태이다.
00:10에 **ZPU-4 AA Gun(EN-ZPU-001, 전방 대공화기 1)**은/는 북측 전방 방어선에 위치한다. **ZPU-4 AA Gun(EN-ZPU-001)**의 초기 상태는 대기 상태이다.
00:10에 **MO-120RT-61 Mortar(EN-MORT-001, 박격포 1)**은/는 적 박격포진지에 위치한다. **MO-120RT-61 Mortar(EN-MORT-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:10에 **MO-120RT-61 Mortar(EN-MORT-002, 박격포 2)**은/는 적 박격포진지에 위치한다. **MO-120RT-61 Mortar(EN-MORT-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:10에 **MO-120RT-61 Mortar(EN-MORT-003, 박격포 3)**은/는 적 박격포진지에 위치한다. **MO-120RT-61 Mortar(EN-MORT-003)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:10에 **CAESAR SP Howitzer(EN-CAESAR-001, 자주포 1)**은/는 적 포병진지에 위치한다. **CAESAR SP Howitzer(EN-CAESAR-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:10에 **CAESAR SP Howitzer(EN-CAESAR-002, 자주포 2)**은/는 적 포병진지에 위치한다. **CAESAR SP Howitzer(EN-CAESAR-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:10에 **CAESAR SP Howitzer(EN-CAESAR-003, 자주포 3)**은/는 적 포병진지에 위치한다. **CAESAR SP Howitzer(EN-CAESAR-003)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:10에 **MIM-104 Patriot Launcher(EN-MIM-001, 로켓화력 대체 객체 1)**은/는 적 포병진지에 위치한다. **MIM-104 Patriot Launcher(EN-MIM-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:30에 **US Army XM107(FR-SNP-001, 감시·저격조 1)**은/는 남측 고지 관측소에서 적 북측 접근로을/를 향해 감시 위치 이동 및 관측 방향 유지을 수행한다. **US Army XM107(FR-SNP-001)**은/는 대기 상태에서 감시 기동 상태로 전환한다.
00:31에 **US Army XM107(FR-SNP-002, 감시·저격조 2)**은/는 남측 고지 관측소에서 적 북측 접근로을/를 향해 감시 위치 이동 및 관측 방향 유지을 수행한다. **US Army XM107(FR-SNP-002)**은/는 대기 상태에서 감시 기동 상태로 전환한다.
00:32에 **US Army XM107(FR-SNP-003, 감시·저격조 3)**은/는 남측 고지 관측소에서 적 북측 접근로을/를 향해 감시 위치 이동 및 관측 방향 유지을 수행한다. **US Army XM107(FR-SNP-003)**은/는 대기 상태에서 감시 기동 상태로 전환한다.
00:38에 **Russian Soldier Sniper-127(EN-SNP-001, 정찰·저격조 1)**은/는 북측 관측소에서 중앙 계곡을/를 향해 감시 위치 이동 및 관측 방향 유지을 수행한다. **Russian Soldier Sniper-127(EN-SNP-001)**은/는 대기 상태에서 감시 기동 상태로 전환한다.
00:39에 **Russian Soldier Sniper-127(EN-SNP-002, 정찰·저격조 2)**은/는 북측 관측소에서 중앙 계곡을/를 향해 감시 위치 이동 및 관측 방향 유지을 수행한다. **Russian Soldier Sniper-127(EN-SNP-002)**은/는 대기 상태에서 감시 기동 상태로 전환한다.
00:40에 **Russian Soldier Sniper-127(EN-SNP-003, 정찰·저격조 3)**은/는 북측 관측소에서 중앙 계곡을/를 향해 감시 위치 이동 및 관측 방향 유지을 수행한다. **Russian Soldier Sniper-127(EN-SNP-003)**은/는 대기 상태에서 감시 기동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-001, 제1제대 보병 1)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-001)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-002, 제1제대 보병 2)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-002)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-003, 제1제대 보병 3)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-003)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-004, 제1제대 보병 4)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-004)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-005, 제1제대 보병 5)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-005)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-006, 제1제대 보병 6)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-006)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-007, 제1제대 보병 7)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-007)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:00에 **Russian Soldier AK47(EN-INF-008, 제1제대 보병 8)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-008)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-009, 제1제대 보병 9)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-009)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-010, 제1제대 보병 10)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-010)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-011, 제1제대 보병 11)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-011)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-012, 제1제대 보병 12)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-012)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-013, 제1제대 보병 13)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-013)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-014, 제1제대 보병 14)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-014)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-015, 제1제대 보병 15)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-015)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:01에 **Russian Soldier AK47(EN-INF-016, 제1제대 보병 16)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-016)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:02에 **Russian Soldier AK47(EN-INF-017, 제1제대 보병 17)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-017)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:02에 **Russian Soldier AK47(EN-INF-018, 제1제대 보병 18)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-018)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:02에 **Russian Soldier AK47(EN-INF-019, 제1제대 보병 19)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-019)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:02에 **Russian Soldier AK47(EN-INF-020, 제1제대 보병 20)**은/는 적 북측 집결지에서 적 북측 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier AK47(EN-INF-020)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:12에 **Russian Soldier SA7(EN-SA7-001, 휴대 대공화기조 1)**은/는 적 북측 집결지에서 동측 측방 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier SA7(EN-SA7-001)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:12에 **Russian Soldier SA7(EN-SA7-002, 휴대 대공화기조 2)**은/는 적 북측 집결지에서 동측 측방 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier SA7(EN-SA7-002)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:12에 **Russian Soldier SA7(EN-SA7-003, 휴대 대공화기조 3)**은/는 적 북측 집결지에서 동측 측방 접근로을/를 향해 공격 대형 이동을 수행한다. **Russian Soldier SA7(EN-SA7-003)**은/는 대기 상태에서 공격 이동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-001, 방어 보병 1)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-001)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-002, 방어 보병 2)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-002)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-003, 방어 보병 3)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-003)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-004, 방어 보병 4)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-004)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-005, 방어 보병 5)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-005)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-006, 방어 보병 6)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-006)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-007, 방어 보병 7)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-007)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:15에 **US Army M4(FR-INF-008, 방어 보병 8)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-008)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
01:16에 **US Army M4(FR-INF-009, 방어 보병 9)**은/는 남측 제1방어선에서 중앙 킬존을/를 향해 방어 위치 이동을 수행한다. **US Army M4(FR-INF-009)**은/는 대기 상태에서 방어 기동 상태로 전환한다.
